# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -1739 3 20504 142 2951669 5 /openedx/staticfiles/studio/fonts/OpenSans/OpenSans-SemiboldItalic-webfont.b88b3179838d.woff2
DUPTYPE_WITHIN_SAME_TREE -1739 3 20504 142 2948247 5 /openedx/staticfiles/studio/fonts/OpenSans/OpenSans-SemiboldItalic-webfont.woff2
DUPTYPE_FIRST_OCCURRENCE 1723 2 20512 142 1099018 5 /openedx/staticfiles/fonts/OpenSans/OpenSans-LightItalic-webfont.d86732122677.woff2
DUPTYPE_WITHIN_SAME_TREE -1723 2 20512 142 1097550 5 /openedx/staticfiles/fonts/OpenSans/OpenSans-LightItalic-webfont.woff2
DUPTYPE_WITHIN_SAME_TREE -1723 3 20512 142 2951662 5 /openedx/staticfiles/studio/fonts/OpenSans/OpenSans-LightItalic-webfont.d86732122677.woff2
DUPTYPE_WITHIN_SAME_TREE -1723 3 20512 142 2948240 5 /openedx/staticfiles/studio/fonts/OpenSans/OpenSans-LightItalic-webfont.woff2
DUPTYPE_FIRST_OCCURRENCE 14246 6 20538 142 2820153 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/ar/LC_MESSAGES/text.10ce2a29599f.mo
DUPTYPE_WITHIN_SAME_TREE -14246 6 20538 142 2424542 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/ar/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14246 6 20538 142 2819386 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/ar/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14246 7 20538 142 2158294 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/ar/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14246 6 20538 142 2425999 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/ar/LC_MESSAGES/text.10ce2a29599f.mo
DUPTYPE_WITHIN_SAME_TREE -14246 7 20538 142 2294836 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/ar/LC_MESSAGES/text.10ce2a29599f.mo
DUPTYPE_WITHIN_SAME_TREE -14246 7 20538 142 2293722 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/ar/LC_MESSAGES/text.mo
DUPTYPE_WITHIN_SAME_TREE -14246 7 20538 142 2158613 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/ar/LC_MESSAGES/text.10ce2a29599f.mo
DUPTYPE_FIRST_OCCURRENCE 6611 3 20624 142 2294677 5 /openedx/staticfiles/xmodule/modules/css/_000-272487b7bbc6526ec5c77ec68d1e5830.272487b7bbc6.scss
DUPTYPE_WITHIN_SAME_TREE -6611 4 20624 142 2686490 5 /openedx/staticfiles/studio/xmodule/modules/css/_000-272487b7bbc6526ec5c77ec68d1e5830.272487b7bbc6.scss
DUPTYPE_WITHIN_SAME_TREE -6611 3 20624 142 2293594 5 /openedx/staticfiles/xmodule/modules/css/_000-272487b7bbc6526ec5c77ec68d1e5830.scss
DUPTYPE_WITHIN_SAME_TREE -6611 4 20624 142 2685845 5 /openedx/staticfiles/studio/xmodule/modules/css/_000-272487b7bbc6526ec5c77ec68d1e5830.scss
DUPTYPE_FIRST_OCCURRENCE 15959 8 20653 142 2424673 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/index.jsx.555282441398.html
DUPTYPE_WITHIN_SAME_TREE -15959 8 20653 142 2423165 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/src/Dropdown/index.jsx.html
DUPTYPE_FIRST_OCCURRENCE 6551 3 20669 142 2427462 5 /openedx/staticfiles/vendor/jsme/jsme/jsme.nocache.b9501b780bb3.js
DUPTYPE_WITHIN_SAME_TREE -6551 4 20669 142 3207630 5 /openedx/staticfiles/studio/vendor/jsme/jsme/jsme.nocache.js
DUPTYPE_WITHIN_SAME_TREE -6551 4 20669 142 3209566 5 /openedx/staticfiles/studio/vendor/jsme/jsme/jsme.nocache.b9501b780bb3.js
DUPTYPE_WITHIN_SAME_TREE -6551 3 20669 142 2423511 5 /openedx/staticfiles/vendor/jsme/jsme/jsme.nocache.js
DUPTYPE_FIRST_OCCURRENCE 4869 3 20684 142 2427491 5 /openedx/staticfiles/js/src/studio/oa_container_item.67f53fc58d53.js
DUPTYPE_WITHIN_SAME_TREE -4869 7 20684 142 2425690 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/studio/oa_container_item.67f53fc58d53.js
DUPTYPE_WITHIN_SAME_TREE -4869 3 20684 142 2424017 5 /openedx/staticfiles/js/src/studio/oa_container_item.js
DUPTYPE_WITHIN_SAME_TREE -4869 4 20684 142 3207886 5 /openedx/staticfiles/studio/js/src/studio/oa_container_item.js
DUPTYPE_WITHIN_SAME_TREE -4869 4 20684 142 3209595 5 /openedx/staticfiles/studio/js/src/studio/oa_container_item.67f53fc58d53.js
DUPTYPE_WITHIN_SAME_TREE -4869 7 20684 142 2424462 5 /openedx/staticfiles/xblock/resources/openassessment.xblock/static/js/src/studio/oa_container_item.js
DUPTYPE_WITHIN_SAME_TREE -4869 8 20684 142 3208437 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/studio/oa_container_item.67f53fc58d53.js
DUPTYPE_WITHIN_SAME_TREE -4869 8 20684 142 3208134 5 /openedx/staticfiles/studio/xblock/resources/openassessment.xblock/static/js/src/studio/oa_container_item.js
DUPTYPE_FIRST_OCCURRENCE 2436 2 20686 142 2422805 5 /openedx/staticfiles/studio-frontend/dist/accessibilityPolicy.min.css
DUPTYPE_WITHIN_SAME_TREE -2436 3 20686 142 2948029 5 /openedx/staticfiles/common/css/vendor/accessibilityPolicy.min.css
DUPTYPE_WITHIN_SAME_TREE -2436 4 20686 142 2029078 5 /openedx/staticfiles/studio/common/css/vendor/accessibilityPolicy.min.css
DUPTYPE_WITHIN_SAME_TREE -2436 3 20686 142 2955730 5 /openedx/staticfiles/common/css/vendor/accessibilityPolicy.min.d2389ff4ca76.css
DUPTYPE_WITHIN_SAME_TREE -2436 4 20686 142 2030182 5 /openedx/staticfiles/studio/common/css/vendor/accessibilityPolicy.min.d2389ff4ca76.css
DUPTYPE_WITHIN_SAME_TREE -2436 2 20686 142 2428048 5 /openedx/staticfiles/studio-frontend/dist/accessibilityPolicy.min.d2389ff4ca76.css
DUPTYPE_FIRST_OCCURRENCE 12747 6 20703 142 3206175 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/index.f44f9381764e.html
DUPTYPE_WITHIN_SAME_TREE -12747 6 20703 142 3205594 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/index.html
DUPTYPE_FIRST_OCCURRENCE 9485 5 20766 142 3206237 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/js/dist/carousel.6082bcf7af6b.js
DUPTYPE_WITHIN_SAME_TREE -9485 5 20766 142 3205686 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/js/dist/carousel.js
DUPTYPE_FIRST_OCCURRENCE 2239 2 21025 142 2427615 5 /openedx/staticfiles/js/vendor/mock-ajax.bb18236f249b.js
DUPTYPE_WITHIN_SAME_TREE -2239 3 21025 142 3206575 5 /openedx/staticfiles/studio/js/vendor/mock-ajax.js
DUPTYPE_WITHIN_SAME_TREE -2239 2 21025 142 2421732 5 /openedx/staticfiles/js/vendor/mock-ajax.js
DUPTYPE_WITHIN_SAME_TREE -2239 3 21025 142 3209692 5 /openedx/staticfiles/studio/js/vendor/mock-ajax.bb18236f249b.js
DUPTYPE_FIRST_OCCURRENCE 7563 4 21168 142 2686304 5 /openedx/staticfiles/js/bower/jquery/src/ajax.886bbe79b01d.js
DUPTYPE_WITHIN_SAME_TREE -7563 8 21168 142 2424261 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax.js
DUPTYPE_WITHIN_SAME_TREE -7563 4 21168 142 2685767 5 /openedx/staticfiles/js/bower/jquery/src/ajax.js
DUPTYPE_WITHIN_SAME_TREE -7563 5 21168 142 1099463 5 /openedx/staticfiles/studio/js/bower/jquery/src/ajax.886bbe79b01d.js
DUPTYPE_WITHIN_SAME_TREE -7563 8 21168 142 2424775 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax.886bbe79b01d.js
DUPTYPE_WITHIN_SAME_TREE -7563 5 21168 142 1098433 5 /openedx/staticfiles/studio/js/bower/jquery/src/ajax.js
DUPTYPE_WITHIN_SAME_TREE -7563 9 21168 142 20516 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax.886bbe79b01d.js
DUPTYPE_WITHIN_SAME_TREE -7563 9 21168 142 16845 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/ajax.js
DUPTYPE_FIRST_OCCURRENCE 10303 5 21187 142 2426193 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/Modal/index.jsx.8e1bc4aed0e8.html
DUPTYPE_WITHIN_SAME_TREE -10303 5 21187 142 2422935 5 /openedx/staticfiles/paragon/coverage/lcov-report/src/Modal/index.jsx.html
DUPTYPE_FIRST_OCCURRENCE 4937 3 21237 142 2427289 5 /openedx/staticfiles/js/student_account/views/account_settings_fields.fdb7c0fd4f06.js
DUPTYPE_WITHIN_SAME_TREE -4937 3 21237 142 2422715 5 /openedx/staticfiles/js/student_account/views/account_settings_fields.js
DUPTYPE_FIRST_OCCURRENCE 2442 2 21320 142 2428047 5 /openedx/staticfiles/studio-frontend/dist/assets.min.c941c4c67b02.css
DUPTYPE_WITHIN_SAME_TREE -2442 2 21320 142 2422804 5 /openedx/staticfiles/studio-frontend/dist/assets.min.css
DUPTYPE_WITHIN_SAME_TREE -2442 4 21320 142 2029077 5 /openedx/staticfiles/studio/common/css/vendor/assets.min.css
DUPTYPE_WITHIN_SAME_TREE -2442 3 21320 142 2948028 5 /openedx/staticfiles/common/css/vendor/assets.min.css
DUPTYPE_WITHIN_SAME_TREE -2442 3 21320 142 2955729 5 /openedx/staticfiles/common/css/vendor/assets.min.c941c4c67b02.css
DUPTYPE_WITHIN_SAME_TREE -2442 4 21320 142 2030181 5 /openedx/staticfiles/studio/common/css/vendor/assets.min.c941c4c67b02.css
DUPTYPE_FIRST_OCCURRENCE 303 1 21340 142 2428380 5 /openedx/staticfiles/css/lms-footer-edx.84b5a6b9d183.css
DUPTYPE_WITHIN_SAME_TREE -303 1 21340 142 2422499 5 /openedx/staticfiles/css/lms-footer-edx.css
DUPTYPE_FIRST_OCCURRENCE 12045 5 21352 142 2426554 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/public/css/drag_and_drop.b51ed878b1c4.css
DUPTYPE_WITHIN_SAME_TREE -12045 6 21352 142 1632262 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/public/css/drag_and_drop.css
DUPTYPE_WITHIN_SAME_TREE -12045 6 21352 142 1632486 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/public/css/drag_and_drop.b51ed878b1c4.css
DUPTYPE_WITHIN_SAME_TREE -12045 5 21352 142 2424485 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/public/css/drag_and_drop.css
DUPTYPE_FIRST_OCCURRENCE 6731 4 21357 142 2426564 5 /openedx/staticfiles/common/js/discussion/views/discussion_thread_view.1fe513606151.js
DUPTYPE_WITHIN_SAME_TREE -6731 5 21357 142 2030137 5 /openedx/staticfiles/studio/common/js/discussion/views/discussion_thread_view.1fe513606151.js
DUPTYPE_WITHIN_SAME_TREE -6731 5 21357 142 2029059 5 /openedx/staticfiles/studio/common/js/discussion/views/discussion_thread_view.js
DUPTYPE_WITHIN_SAME_TREE -6731 4 21357 142 2421305 5 /openedx/staticfiles/common/js/discussion/views/discussion_thread_view.js
DUPTYPE_FIRST_OCCURRENCE 301 1 21370 142 2428374 5 /openedx/staticfiles/css/lms-footer-edx-rtl.40a1a8fc22f7.css
DUPTYPE_WITHIN_SAME_TREE -301 1 21370 142 2422493 5 /openedx/staticfiles/css/lms-footer-edx-rtl.css
DUPTYPE_FIRST_OCCURRENCE 1271 1 21395 142 2428271 5 /openedx/staticfiles/templates/dashboard.8a1ea74cf10b.html
DUPTYPE_WITHIN_SAME_TREE -1271 1 21395 142 2421999 5 /openedx/staticfiles/templates/dashboard.html
DUPTYPE_FIRST_OCCURRENCE 12723 6 21464 142 2820112 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/EnterKey.3301a85ffbf1.js
DUPTYPE_WITHIN_SAME_TREE -12723 7 21464 142 3208457 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/EnterKey.3301a85ffbf1.js
DUPTYPE_WITHIN_SAME_TREE -12723 6 21464 142 2819122 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/EnterKey.js
DUPTYPE_WITHIN_SAME_TREE -12723 7 21464 142 3206800 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/EnterKey.js
DUPTYPE_FIRST_OCCURRENCE 2001 2 21561 142 2955794 5 /openedx/staticfiles/js/demographics_collection/DemographicsCollectionModal.4c1b259c87e2.jsx
DUPTYPE_WITHIN_SAME_TREE -2001 2 21561 142 2948107 5 /openedx/staticfiles/js/demographics_collection/DemographicsCollectionModal.jsx
DUPTYPE_FIRST_OCCURRENCE 14262 6 21722 142 2820144 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/es_419/LC_MESSAGES/text.f69b517803bf.po
DUPTYPE_WITHIN_SAME_TREE -14262 7 21722 142 2293713 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/es_419/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14262 6 21722 142 2424531 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/es_419/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14262 7 21722 142 1632461 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/es_419/LC_MESSAGES/text.f69b517803bf.po
DUPTYPE_WITHIN_SAME_TREE -14262 7 21722 142 2294827 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/es_419/LC_MESSAGES/text.f69b517803bf.po
DUPTYPE_WITHIN_SAME_TREE -14262 6 21722 142 2819368 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/es_419/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14262 6 21722 142 2425988 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/es_419/LC_MESSAGES/text.f69b517803bf.po
DUPTYPE_WITHIN_SAME_TREE -14262 7 21722 142 1632342 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/es_419/LC_MESSAGES/text.po
DUPTYPE_FIRST_OCCURRENCE 14274 6 21755 142 2820126 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/he/LC_MESSAGES/text.b5f93bf36204.po
DUPTYPE_WITHIN_SAME_TREE -14274 6 21755 142 2425970 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/he/LC_MESSAGES/text.b5f93bf36204.po
DUPTYPE_WITHIN_SAME_TREE -14274 7 21755 142 2158290 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/he/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14274 6 21755 142 2424513 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/he/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14274 6 21755 142 2819332 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/he/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14274 7 21755 142 2293695 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/he/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14274 7 21755 142 2294809 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/he/LC_MESSAGES/text.b5f93bf36204.po
DUPTYPE_WITHIN_SAME_TREE -14274 7 21755 142 2158610 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/he/LC_MESSAGES/text.b5f93bf36204.po
DUPTYPE_FIRST_OCCURRENCE 1569 2 21761 142 2427913 5 /openedx/staticfiles/course_experience/images/verified-cert.891c55cad756.png
DUPTYPE_WITHIN_SAME_TREE -1569 2 21761 142 2422436 5 /openedx/staticfiles/course_experience/images/verified-cert.png
DUPTYPE_FIRST_OCCURRENCE 9491 5 21823 142 3206240 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/js/dist/collapse.js.e2ac466c3277.map
DUPTYPE_WITHIN_SAME_TREE -9491 5 21823 142 3205689 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/js/dist/collapse.js.map
DUPTYPE_FIRST_OCCURRENCE 14266 6 21857 142 2820140 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/fr/LC_MESSAGES/text.774e4c9edeec.po
DUPTYPE_WITHIN_SAME_TREE -14266 7 21857 142 2294823 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/fr/LC_MESSAGES/text.774e4c9edeec.po
DUPTYPE_WITHIN_SAME_TREE -14266 7 21857 142 3871869 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/fr/LC_MESSAGES/text.774e4c9edeec.po
DUPTYPE_WITHIN_SAME_TREE -14266 6 21857 142 2819360 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/fr/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14266 7 21857 142 3871500 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/fr/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14266 6 21857 142 2425984 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/fr/LC_MESSAGES/text.774e4c9edeec.po
DUPTYPE_WITHIN_SAME_TREE -14266 6 21857 142 2424527 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/fr/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14266 7 21857 142 2293709 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/fr/LC_MESSAGES/text.po
DUPTYPE_FIRST_OCCURRENCE 14286 6 22072 142 2820136 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/ja/LC_MESSAGES/text.e6a9f5ce733b.po
DUPTYPE_WITHIN_SAME_TREE -14286 6 22072 142 2819352 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/ja/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14286 7 22072 142 1632330 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/ja/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14286 6 22072 142 2425980 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/ja/LC_MESSAGES/text.e6a9f5ce733b.po
DUPTYPE_WITHIN_SAME_TREE -14286 7 22072 142 2294819 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/ja/LC_MESSAGES/text.e6a9f5ce733b.po
DUPTYPE_WITHIN_SAME_TREE -14286 7 22072 142 1632455 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/ja/LC_MESSAGES/text.e6a9f5ce733b.po
DUPTYPE_WITHIN_SAME_TREE -14286 6 22072 142 2424523 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/ja/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14286 7 22072 142 2293705 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/ja/LC_MESSAGES/text.po
DUPTYPE_FIRST_OCCURRENCE 12333 6 22083 142 2425864 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/index.595f9cda3af3.html
DUPTYPE_WITHIN_SAME_TREE -12333 6 22083 142 2423140 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/index.html
DUPTYPE_FIRST_OCCURRENCE 15721 7 22139 142 2425704 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/public/js/translations/ja/text.745b95dc1a1f.js
DUPTYPE_WITHIN_SAME_TREE -15721 8 22139 142 1632431 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/public/js/translations/ja/text.745b95dc1a1f.js
DUPTYPE_WITHIN_SAME_TREE -15721 8 22139 142 1632285 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/public/js/translations/ja/text.js
DUPTYPE_WITHIN_SAME_TREE -15721 7 22139 142 2424497 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/public/js/translations/ja/text.js
DUPTYPE_FIRST_OCCURRENCE 14298 6 22155 142 2820128 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/pl/LC_MESSAGES/text.c6e9bf728833.po
DUPTYPE_WITHIN_SAME_TREE -14298 7 22155 142 2951616 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/pl/LC_MESSAGES/text.c6e9bf728833.po
DUPTYPE_WITHIN_SAME_TREE -14298 7 22155 142 2293697 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/pl/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14298 7 22155 142 2948353 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/pl/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14298 6 22155 142 2424515 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/pl/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14298 6 22155 142 2425972 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/pl/LC_MESSAGES/text.c6e9bf728833.po
DUPTYPE_WITHIN_SAME_TREE -14298 6 22155 142 2819336 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/pl/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14298 7 22155 142 2294811 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/pl/LC_MESSAGES/text.c6e9bf728833.po
DUPTYPE_FIRST_OCCURRENCE 14289 6 22262 142 2158764 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/ko/LC_MESSAGES/text.46c334449fdf.po
DUPTYPE_WITHIN_SAME_TREE -14289 7 22262 142 2293719 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/ko/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14289 7 22262 142 1632366 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/ko/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14289 6 22262 142 2424539 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/ko/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14289 7 22262 142 2294833 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/translations/ko/LC_MESSAGES/text.46c334449fdf.po
DUPTYPE_WITHIN_SAME_TREE -14289 6 22262 142 2158210 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/locale/ko/LC_MESSAGES/text.po
DUPTYPE_WITHIN_SAME_TREE -14289 7 22262 142 1632473 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/locale/ko/LC_MESSAGES/text.46c334449fdf.po
DUPTYPE_WITHIN_SAME_TREE -14289 6 22262 142 2425996 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/translations/ko/LC_MESSAGES/text.46c334449fdf.po
DUPTYPE_FIRST_OCCURRENCE 1071 1 22337 142 2428413 5 /openedx/staticfiles/js/bootstrap.min.aabe25ca0850.js
DUPTYPE_WITHIN_SAME_TREE -1071 1 22337 142 2422548 5 /openedx/staticfiles/js/bootstrap.min.js
DUPTYPE_FIRST_OCCURRENCE 2466 2 22345 142 2428042 5 /openedx/staticfiles/studio-frontend/dist/editImageModal.min.830417c015c4.css
DUPTYPE_WITHIN_SAME_TREE -2466 3 22345 142 2948026 5 /openedx/staticfiles/common/css/vendor/editImageModal.min.css
DUPTYPE_WITHIN_SAME_TREE -2466 4 22345 142 2030179 5 /openedx/staticfiles/studio/common/css/vendor/editImageModal.min.830417c015c4.css
DUPTYPE_WITHIN_SAME_TREE -2466 4 22345 142 2029075 5 /openedx/staticfiles/studio/common/css/vendor/editImageModal.min.css
DUPTYPE_WITHIN_SAME_TREE -2466 2 22345 142 2422799 5 /openedx/staticfiles/studio-frontend/dist/editImageModal.min.css
DUPTYPE_WITHIN_SAME_TREE -2466 3 22345 142 2955727 5 /openedx/staticfiles/common/css/vendor/editImageModal.min.830417c015c4.css
DUPTYPE_FIRST_OCCURRENCE 14771 7 22351 142 2820074 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/html/DomParser.0ae626ded10d.js
DUPTYPE_WITHIN_SAME_TREE -14771 8 22351 142 3206895 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/html/DomParser.js
DUPTYPE_WITHIN_SAME_TREE -14771 7 22351 142 2819217 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/classes/html/DomParser.js
DUPTYPE_WITHIN_SAME_TREE -14771 8 22351 142 3208316 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/classes/html/DomParser.0ae626ded10d.js
DUPTYPE_FIRST_OCCURRENCE 7633 4 22374 142 2029559 5 /openedx/staticfiles/js/bower/sinon/test/match-test.3047df385a9f.js
DUPTYPE_WITHIN_SAME_TREE -7633 5 22374 142 2951642 5 /openedx/staticfiles/studio/js/bower/sinon/test/match-test.3047df385a9f.js
DUPTYPE_WITHIN_SAME_TREE -7633 8 22374 142 2424737 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/test/match-test.3047df385a9f.js
DUPTYPE_WITHIN_SAME_TREE -7633 8 22374 142 2424214 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/sinon/test/match-test.js
DUPTYPE_WITHIN_SAME_TREE -7633 4 22374 142 2029013 5 /openedx/staticfiles/js/bower/sinon/test/match-test.js
DUPTYPE_WITHIN_SAME_TREE -7633 5 22374 142 2948324 5 /openedx/staticfiles/studio/js/bower/sinon/test/match-test.js
DUPTYPE_WITHIN_SAME_TREE -7633 9 22374 142 20478 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/test/match-test.3047df385a9f.js
DUPTYPE_WITHIN_SAME_TREE -7633 9 22374 142 16793 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/test/match-test.js
DUPTYPE_FIRST_OCCURRENCE 12629 6 22473 142 2029446 5 /openedx/staticfiles/js/bower/sinon/lib/sinon/util/fake_xml_http_request.f140cfa3f335.js
DUPTYPE_WITHIN_SAME_TREE -12629 11 22473 142 16785 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_xml_http_request.js
DUPTYPE_WITHIN_SAME_TREE -12629 11 22473 142 20379 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/sinon/lib/sinon/util/fake_xml_http_request.f140cfa3f335.js
